"","X","id","DateTime","lat","lon","species","device","breed","dist","stop","label"
"653",654,179076,2019-05-14 01:49:24,-41.645,-73.554,"HUGO","5g","nb",1779.0160489519,1,5
"654",655,179076,2019-05-17 08:38:24,-41.661,-73.553,"HUGO","5g","nb",1674.30742881388,1,5
"655",656,179076,2019-05-18 12:10:44,-41.646,-73.555,"HUGO","5g","nb",5279.34256092583,1,5
"656",657,179076,2019-05-20 21:55:21,-41.603,-73.582,"HUGO","5g","nb",5321.61488297376,1,5
"657",658,179076,2019-05-22 01:41:26,-41.583,-73.524,"HUGO","5g","nb",9121.19040400314,1,5
"658",659,179076,2019-05-23 02:36:46,-41.654,-73.579,"HUGO","5g","nb",9293.20040115574,1,5
"659",660,179076,2019-05-30 21:48:15,-41.583,-73.52,"HUGO","5g","nb",5786.77330141171,1,5
"660",661,179076,2019-06-01 01:24:39,-41.631,-73.547,"HUGO","5g","nb",8243.19028066867,1,5
"661",662,179076,2019-06-04 10:14:08,-41.669,-73.632,"HUGO","5g","nb",8188.12390621624,1,5
"662",663,179076,2019-06-07 21:52:31,-41.602,-73.591,"HUGO","5g","nb",6454.0220944923,1,5
"663",664,179076,2019-06-09 00:08:08,-41.647,-73.64,"HUGO","5g","nb",22045.5291250506,1,5
"664",677,179076,2020-01-01 13:03:33,-41.84385,-73.67396,"HUGO","5g","nb",4116.29466906341,1,5
"665",678,179076,2020-01-03 21:19:14,-41.84275,-73.62442,"HUGO","5g","nb",726.444913071756,1,0
"666",679,179076,2020-01-04 21:11:31,-41.84922,-73.6257,"HUGO","5g","nb",62452.1793246364,0,0
"667",680,179076,2020-01-06 01:37:41,-41.33296,-73.32886,"HUGO","5g","nb",61364.6838064141,0,0
"668",681,179076,2020-01-09 09:30:51,-41.80945,-73.70131,"HUGO","5g","nb",7924.41449718666,1,7
"669",682,179076,2020-01-10 09:19:13,-41.83828,-73.61406,"HUGO","5g","nb",14130.8665816979,1,7
"670",683,179076,2020-01-13 21:30:47,-41.87364,-73.77753,"HUGO","5g","nb",12512.6454853212,1,7
"671",684,179076,2020-01-14 23:39:32,-41.84482,-73.63185,"HUGO","5g","nb",5647.87325949574,1,7
"672",685,179076,2020-01-16 03:51:42,-41.80317,-73.59285,"HUGO","5g","nb",12945.48420324,1,7
"673",686,179076,2020-01-17 04:30:37,-41.68676,-73.58511,"HUGO","5g","nb",15815.968496877,1,7
"674",687,179076,2020-01-18 09:25:08,-41.82157,-73.64636,"HUGO","5g","nb",3441.49468838405,1,7
"675",688,179076,2020-01-19 12:42:38,-41.81347,-73.60638,"HUGO","5g","nb",11860.0485432808,1,7
"676",689,179076,2020-01-20 13:54:20,-41.7659,-73.73412,"HUGO","5g","nb",9793.33461900146,1,7
"677",690,179076,2020-01-23 22:24:15,-41.82948,-73.65248,"HUGO","5g","nb",3540.28873109566,1,7
"678",691,179076,2020-01-25 01:41:53,-41.80638,-73.62312,"HUGO","5g","nb",1424.78173628913,1,7
"679",692,179076,2020-01-26 03:18:55,-41.81807,-73.61606,"HUGO","5g","nb",44265.9720486047,1,7
"680",693,179076,2020-01-27 04:20:33,-41.74047,-74.13832,"HUGO","5g","nb",43940.4663849632,1,7
"681",694,179076,2020-01-28 10:33:23,-41.79192,-73.61438,"HUGO","5g","nb",27633.6483813423,1,7
"682",695,179076,2020-01-29 14:08:38,-41.54921,-73.68736,"HUGO","5g","nb",33759.4373650061,1,7
"683",696,179076,2020-02-01 22:45:17,-41.85202,-73.72252,"HUGO","5g","nb",12901.0097042441,1,7
"684",697,179076,2020-02-03 01:25:45,-41.76452,-73.62042,"HUGO","5g","nb",9755.39490375274,1,7
"685",698,179076,2020-02-06 10:41:55,-41.82812,-73.53947,"HUGO","5g","nb",3883.05388048139,1,7
"686",699,179076,2020-02-07 13:04:24,-41.82277,-73.58566,"HUGO","5g","nb",14830.9210171669,1,7
"687",700,179076,2020-02-08 14:27:16,-41.87559,-73.74968,"HUGO","5g","nb",33638.5633908511,1,7
"688",701,179076,2020-02-10 22:00:08,-41.57503,-73.6999,"HUGO","5g","nb",26218.4569264851,1,7
"689",702,179076,2020-02-11 23:06:08,-41.80489,-73.6282,"HUGO","5g","nb",1741.15484364653,1,7
"690",703,179076,2020-02-13 02:56:34,-41.8182,-73.63927,"HUGO","5g","nb",1499.90270987903,1,7
"691",704,179076,2020-02-14 04:45:24,-41.83155,-73.63655,"HUGO","5g","nb",13718.8066903041,1,7
"692",705,179076,2020-02-15 09:00:37,-41.91652,-73.75649,"HUGO","5g","nb",15419.523282235,1,7
"693",706,179076,2020-02-16 08:49:22,-41.82101,-73.6217,"HUGO","5g","nb",600.665121406743,1,7
"694",707,179076,2020-02-17 12:09:00,-41.8225,-73.62865,"HUGO","5g","nb",3411.49786868941,1,7
"695",708,179076,2020-02-20 21:46:04,-41.83512,-73.59121,"HUGO","5g","nb",2586.59110197525,1,7
"696",709,179076,2020-02-22 00:25:23,-41.81243,-73.59822,"HUGO","5g","nb",5474.62605422128,1,7
"697",710,179076,2020-02-23 01:11:53,-41.76399,-73.58604,"HUGO","5g","nb",7862.99397101934,1,7
"698",711,179076,2020-02-26 10:13:01,-41.81751,-73.64796,"HUGO","5g","nb",1845.66870499546,1,7
"699",712,179076,2020-02-27 13:19:15,-41.81721,-73.62575,"HUGO","5g","nb",12251.6732975224,1,7
"700",713,179076,2020-03-02 22:41:44,-41.86728,-73.75719,"HUGO","5g","nb",10859.192129322,1,7
"701",714,179076,2020-03-04 01:32:28,-41.82701,-73.63804,"HUGO","5g","nb",3875.51713038732,1,7
"702",715,179076,2020-03-08 13:59:19,-41.81407,-73.68136,"HUGO","5g","nb",6007.30813820575,1,7
"703",716,179076,2020-03-11 21:29:39,-41.85836,-73.63985,"HUGO","5g","nb",43782.7965172257,1,7
"704",717,179076,2020-03-12 22:56:18,-41.89577,-74.16491,"HUGO","5g","nb",47552.4106655729,1,7
"705",718,179076,2020-03-20 21:40:17,-41.82666,-73.59971,"HUGO","5g","nb",4354.21875571706,1,7
"706",719,179076,2020-03-21 21:16:18,-41.79192,-73.62399,"HUGO","5g","nb",4098.29253378309,1,7
"707",720,179076,2020-03-27 12:51:59,-41.82878,-73.62624,"HUGO","5g","nb",40169.8638613332,1,7
"708",721,179076,2020-03-29 20:21:02,-42.15943,-73.82263,"HUGO","5g","nb",41196.3026560477,1,7
"709",722,179076,2020-03-30 22:47:28,-41.82521,-73.60707,"HUGO","5g","nb",1976.87300216589,1,7
"710",723,179076,2020-03-31 22:37:47,-41.8256,-73.63086,"HUGO","5g","nb",2037.74069206067,1,7
"711",724,179076,2020-04-02 01:04:06,-41.81234,-73.61391,"HUGO","5g","nb",1244.15229389958,1,7
"712",725,179076,2020-04-05 10:24:58,-41.80201,-73.6197,"HUGO","5g","nb",6540.10162696115,1,7
"713",726,179076,2020-04-06 12:30:23,-41.75644,-73.66952,"HUGO","5g","nb",38859.4055557217,1,0
"714",727,179076,2020-04-10 22:25:49,-41.82608,-73.21137,"HUGO","5g","nb",447555.205174467,0,0
"715",728,179076,2020-04-12 02:37:49,-38.17772,-75.44085,"HUGO","5g","nb",3634077.75919407,0,0
"716",729,179076,2020-04-14 10:53:51,-6.20322,-83.51501,"HUGO","5g","nb",1541156.69879048,0,0
"717",730,179076,2020-04-15 13:51:20,7.67616,-84.77628,"HUGO","5g","nb",1288133.19776573,0,0
"718",731,179076,2020-04-16 17:05:43,17.08836,-91.75893,"HUGO","5g","nb",839779.459725659,0,0
"719",732,179076,2020-04-18 22:59:30,22.02034,-97.84238,"HUGO","5g","nb",48405.7836407815,1,0
"720",733,179076,2020-04-20 00:05:50,22.25908,-98.23545,"HUGO","5g","nb",20232.0171356022,1,9
"721",734,179076,2020-04-21 01:14:47,22.37762,-98.38488,"HUGO","5g","nb",16055.0478950816,1,0
"722",735,179076,2020-04-26 13:17:38,22.38372,-98.54064,"HUGO","5g","nb",127058.834836573,0,0
"723",736,179076,2020-05-01 01:43:58,23.5039,-98.80854,"HUGO","5g","nb",2808832.69805598,0,0
"724",737,179076,2020-05-04 12:23:54,48.55488,-103.37558,"HUGO","5g","nb",282844.673487601,0,0
"725",738,179076,2020-05-05 13:00:58,50.48712,-105.91612,"HUGO","5g","nb",81152.3118579614,0,0
"726",739,179076,2020-05-06 17:59:28,51.05857,-106.63124,"HUGO","5g","nb",217126.305690255,0,0
"727",740,179076,2020-05-07 22:32:30,51.61787,-109.6166,"HUGO","5g","nb",33530.6409816976,1,11
"728",741,179076,2020-05-09 01:44:24,51.91882,-109.64205,"HUGO","5g","nb",247962.699524845,0,0
"729",742,179076,2020-05-10 03:55:44,51.08554,-112.95455,"HUGO","5g","nb",1171907.63648504,0,0
"730",743,179076,2020-05-12 16:33:57,59.74145,-123.56848,"HUGO","5g","nb",1179339.28951842,0,0
"731",744,179076,2020-05-13 19:35:17,60.25297,-144.76872,"HUGO","5g","nb",93252.4902649761,0,0
"732",745,179076,2020-05-14 19:37:00,60.55412,-146.3473,"HUGO","5g","nb",621706.803856884,0,0
"733",746,179076,2020-05-15 21:03:03,59.2875,-157.18664,"HUGO","5g","nb",12674.6598342619,1,0
"734",747,179076,2020-05-17 03:35:32,59.21501,-157.01542,"HUGO","5g","nb",27566.9395899522,1,444
"735",748,179076,2020-05-18 03:23:51,59.28264,-156.55069,"HUGO","5g","nb",19695.1523588927,1,444
"736",749,179076,2020-05-19 03:13:05,59.22684,-156.87827,"HUGO","5g","nb",1219.08750699506,1,444
"737",750,179076,2020-05-20 03:01:53,59.22903,-156.85735,"HUGO","5g","nb",473.631191020129,1,444
"738",751,179076,2020-05-21 02:50:24,59.23224,-156.85191,"HUGO","5g","nb",254.287305115337,1,444
"739",752,179076,2020-05-22 02:36:42,59.2301,-156.85036,"HUGO","5g","nb",2984.62959698033,1,444
"740",753,179076,2020-05-23 02:25:02,59.22322,-156.90088,"HUGO","5g","nb",1963.22830496145,1,444
"741",754,179076,2020-05-24 02:13:43,59.20959,-156.87909,"HUGO","5g","nb",18928.4359189437,1,444
"742",755,179076,2020-05-25 03:35:32,59.24488,-157.20338,"HUGO","5g","nb",19737.9525160154,1,444
"743",756,179076,2020-05-26 04:35:01,59.23203,-156.85848,"HUGO","5g","nb",510.866749607888,1,444
"744",757,179076,2020-05-27 05:42:24,59.23659,-156.85753,"HUGO","5g","nb",314.18144152549,1,444
"745",758,179076,2020-05-28 05:38:32,59.23447,-156.8539,"HUGO","5g","nb",553.72436939745,1,444
"746",759,179076,2020-05-29 05:45:33,59.23918,-156.857,"HUGO","5g","nb",1085.37694025047,1,444
"747",760,179076,2020-05-30 05:51:16,59.23032,-156.86491,"HUGO","5g","nb",698.74065862582,1,444
"748",761,179076,2020-05-31 05:53:17,59.23306,-156.8539,"HUGO","5g","nb",370.372487797336,1,444
"749",762,179076,2020-06-01 05:53:48,59.23354,-156.84748,"HUGO","5g","nb",300.188695198135,1,444
"750",763,179076,2020-06-02 07:10:17,59.23139,-156.85065,"HUGO","5g","nb",357.16424998608,1,444
"751",764,179076,2020-06-03 06:57:56,59.23284,-156.84507,"HUGO","5g","nb",18361.5086350868,1,444
"752",765,179076,2020-06-04 06:46:32,59.1884,-157.1546,"HUGO","5g","nb",18369.9597650531,1,444
"753",766,179076,2020-06-05 06:35:00,59.23412,-156.84562,"HUGO","5g","nb",619.168914114037,1,444
"754",767,179076,2020-06-06 06:19:52,59.23053,-156.8539,"HUGO","5g","nb",301.363393884971,1,444
"755",768,179076,2020-06-07 06:09:42,59.23207,-156.84956,"HUGO","5g","nb",155.975526188995,1,444
"756",769,179076,2020-06-08 05:58:18,59.23347,-156.8496,"HUGO","5g","nb",257.471588736917,1,444
"757",770,179076,2020-06-09 05:38:56,59.23301,-156.84518,"HUGO","5g","nb",461.610916851271,1,444
"758",771,179076,2020-06-10 05:35:54,59.23215,-156.85309,"HUGO","5g","nb",2259.60377360325,1,444
"759",772,179076,2020-06-11 05:25:04,59.25083,-156.83766,"HUGO","5g","nb",2363.22914233728,1,444
"760",773,179076,2020-06-12 05:26:27,59.23176,-156.8558,"HUGO","5g","nb",455.284634776379,1,444
"761",774,179076,2020-06-13 05:14:09,59.23467,-156.8614,"HUGO","5g","nb",313.032720346207,1,444
"762",775,179076,2020-06-14 05:13:13,59.23743,-156.86243,"HUGO","5g","nb",673.774367725349,1,444
"763",776,179076,2020-06-15 04:48:01,59.23244,-156.85576,"HUGO","5g","nb",608.129425594389,1,444
"764",777,179076,2020-06-16 05:20:56,59.23232,-156.84511,"HUGO","5g","nb",740.684973057498,1,444
"765",778,179076,2020-06-17 05:22:56,59.23887,-156.84734,"HUGO","5g","nb",6349.54582481424,1,444
"766",779,179076,2020-06-18 05:12:27,59.23269,-156.95792,"HUGO","5g","nb",35767.2153970668,1,444
"767",780,179076,2020-06-19 04:47:29,59.12882,-157.54987,"HUGO","5g","nb",40968.7108157658,1,444
"768",781,179076,2020-06-20 06:01:32,59.22834,-156.86008,"HUGO","5g","nb",562.072433098349,1,444
"769",782,179076,2020-06-21 06:05:12,59.23336,-156.85909,"HUGO","5g","nb",18131.4800222988,1,444
"770",783,179076,2020-06-22 05:48:55,59.21386,-157.17433,"HUGO","5g","nb",17959.547145206,1,444
"771",784,179076,2020-06-23 06:23:25,59.22909,-156.86124,"HUGO","5g","nb",1019.7660271679,1,444
"772",785,179076,2020-06-24 06:12:28,59.23512,-156.8478,"HUGO","5g","nb",145.850732435649,1,444
"773",786,179076,2020-06-25 05:57:18,59.23387,-156.84856,"HUGO","5g","nb",154.687141736234,1,444
"774",787,179076,2020-06-26 05:47:01,59.23358,-156.85121,"HUGO","5g","nb",297.186101901998,1,444
"775",788,179076,2020-06-27 05:43:34,59.23124,-156.85371,"HUGO","5g","nb",334.388133332971,1,444
"776",789,179076,2020-06-28 05:45:42,59.23267,-156.84856,"HUGO","5g","nb",607.87888049218,1,444
"777",790,179076,2020-06-29 05:36:01,59.23299,-156.85919,"HUGO","5g","nb",880.981046284943,1,444
"778",791,179076,2020-06-30 05:53:28,59.23543,-156.84451,"HUGO","5g","nb",756.813600724257,1,444
"779",792,179076,2020-07-01 05:32:41,59.23004,-156.85258,"HUGO","5g","nb",1363.96803675797,1,444
"780",793,179076,2020-07-02 05:13:56,59.2405,-156.865,"HUGO","5g","nb",1022.04125770216,1,444
"781",794,179076,2020-07-03 04:49:18,59.23424,-156.85191,"HUGO","5g","nb",501.333498056136,1,444
"782",795,179076,2020-07-04 04:17:07,59.23111,-156.8456,"HUGO","5g","nb",7327.29136893208,1,444
"783",796,179076,2020-07-05 04:06:48,59.28726,-156.9125,"HUGO","5g","nb",9784.28349206797,1,444
"784",797,179076,2020-07-06 03:54:06,59.22277,-156.79607,"HUGO","5g","nb",3504.16716734438,1,444
"785",798,179076,2020-07-07 03:42:47,59.2318,-156.85486,"HUGO","5g","nb",13207.7520331316,1,444
"786",799,179076,2020-07-08 03:29:17,59.12049,-156.77531,"HUGO","5g","nb",14539.6735710615,1,444
"787",800,179076,2020-07-09 03:19:30,59.25009,-156.80545,"HUGO","5g","nb",3195.3611061184,1,444
"788",801,179076,2020-07-10 03:07:43,59.26319,-156.75562,"HUGO","5g","nb",11458.4742496182,1,444
"789",802,179076,2020-07-11 02:56:04,59.21961,-156.93748,"HUGO","5g","nb",18460.6878622755,1,444
"790",803,179076,2020-07-12 02:44:22,59.07827,-157.1059,"HUGO","5g","nb",22834.5541579465,1,444
"791",804,179076,2020-07-13 02:31:27,59.23409,-156.84659,"HUGO","5g","nb",37560.6205527883,1,444
"792",805,179076,2020-07-14 04:01:29,59.17805,-156.19829,"HUGO","5g","nb",27299.5490255157,1,444
"793",806,179076,2020-07-15 03:50:01,59.23253,-156.66416,"HUGO","5g","nb",31634.9707049573,1,444
"794",807,179076,2020-07-16 04:44:05,59.15481,-156.13177,"HUGO","5g","nb",42085.2550968354,1,444
"795",808,179076,2021-05-14 20:32:28,59.23319,-156.85213,"HUGO","5g","nb",6826.49117484179,1,444
"796",809,179076,2021-05-16 04:08:16,59.19013,-156.93716,"HUGO","5g","nb",6467.46562191709,1,444
"797",810,179076,2021-05-23 05:15:36,59.23667,-156.86947,"HUGO","5g","nb",3714.73533316856,1,444
"798",811,179076,2021-05-24 05:00:36,59.23314,-156.80476,"HUGO","5g","nb",2176.57119764031,1,444
"799",812,179076,2021-05-25 04:45:28,59.2276,-156.84132,"HUGO","5g","nb",12856.3652186944,1,444
"800",813,179076,2021-05-26 04:41:55,59.29184,-157.02856,"HUGO","5g","nb",15591.6271486375,1,444
"801",814,179076,2021-05-27 04:31:32,59.25677,-156.76383,"HUGO","5g","nb",4996.93532782666,1,444
"802",815,179076,2021-05-28 04:45:03,59.24552,-156.84861,"HUGO","5g","nb",1389.05548030196,1,444
"803",816,179076,2021-05-29 04:46:51,59.23455,-156.86018,"HUGO","5g","nb",715.660522141517,1,444
"804",817,179076,2021-05-30 04:55:14,59.23112,-156.84958,"HUGO","5g","nb",969.210834162588,1,444
"805",818,179076,2021-05-31 04:50:56,59.23982,-156.84943,"HUGO","5g","nb",6672.62344823073,1,444
"806",819,179076,2021-06-01 04:53:23,59.20357,-156.75641,"HUGO","5g","nb",6486.31623717544,1,444
"807",820,179076,2021-06-02 04:40:54,59.2361,-156.85061,"HUGO","5g","nb",12271.8410167091,1,444
"808",821,179076,2021-06-03 04:54:34,59.2628,-156.64195,"HUGO","5g","nb",25178.9915843923,1,444
"809",822,179076,2021-06-04 05:00:13,59.28651,-156.20278,"HUGO","5g","nb",41043.4611397844,1,444
"810",823,179076,2021-06-05 05:11:17,59.23692,-156.91581,"HUGO","5g","nb",3558.67668764238,1,444
"811",824,179076,2021-06-06 04:56:06,59.23399,-156.85373,"HUGO","5g","nb",1188.91499333908,1,444
"812",825,179076,2021-06-07 04:38:48,59.22397,-156.84656,"HUGO","5g","nb",1071.45907201968,1,444
"813",826,179076,2021-06-08 04:33:40,59.23315,-156.85216,"HUGO","5g","nb",859.893037265837,1,444
"814",827,179076,2021-06-09 04:53:00,59.23867,-156.84163,"HUGO","5g","nb",1922.04364817373,1,444
"815",828,179076,2021-06-10 04:40:25,59.22143,-156.84029,"HUGO","5g","nb",1352.22181229252,1,444
"816",829,179076,2021-06-11 04:40:49,59.23215,-156.8514,"HUGO","5g","nb",658.989907061827,1,444
"817",830,179076,2021-06-12 04:33:52,59.22747,-156.85846,"HUGO","5g","nb",1698.36292248067,1,444
"818",831,179076,2021-06-13 04:46:44,59.23714,-156.83546,"HUGO","5g","nb",4584.33784628142,1,444
"819",832,179076,2021-06-14 04:47:16,59.19693,-156.85254,"HUGO","5g","nb",5457.23905249249,1,444
"820",833,179076,2021-06-15 04:52:10,59.24054,-156.80901,"HUGO","5g","nb",3136.97211841751,1,444
"821",834,179076,2021-06-16 04:51:18,59.23401,-156.86247,"HUGO","5g","nb",596.56207996974,1,444
"822",835,179076,2021-06-17 04:59:15,59.23406,-156.87292,"HUGO","5g","nb",849.634873610802,1,444
"823",836,179076,2021-06-18 05:06:41,59.23614,-156.8586,"HUGO","5g","nb",5404.93505368039,1,444
"824",837,179076,2021-06-19 04:51:09,59.21738,-156.9459,"HUGO","5g","nb",5618.42680378314,1,444
"825",838,179076,2021-06-20 04:36:50,59.23534,-156.85395,"HUGO","5g","nb",517.112322011285,1,444
"826",839,179076,2021-06-21 04:28:40,59.23354,-156.8456,"HUGO","5g","nb",2771.42345805848,1,444
"827",840,179076,2021-06-22 05:15:13,59.22501,-156.8912,"HUGO","5g","nb",1834.86530845585,1,444
"828",841,179076,2021-06-23 05:06:55,59.23234,-156.86242,"HUGO","5g","nb",1351.22494809834,1,444
"829",842,179076,2021-06-24 05:11:41,59.23863,-156.88266,"HUGO","5g","nb",2096.83297517574,1,444
"830",843,179076,2021-06-25 04:56:28,59.23188,-156.84837,"HUGO","5g","nb",120.611453265908,1,444
"831",844,179076,2021-06-26 04:41:37,59.23218,-156.84634,"HUGO","5g","nb",1924.72724354995,1,444
"832",845,179076,2021-06-27 04:27:33,59.2392,-156.87715,"HUGO","5g","nb",2437.05117139807,1,444
"833",846,179076,2021-06-28 04:24:14,59.21775,-156.88554,"HUGO","5g","nb",2649.39271343373,1,444
"834",847,179076,2021-06-29 04:19:07,59.1955,-156.90192,"HUGO","5g","nb",7951.16893231302,1,444
"835",848,179076,2021-06-30 04:07:24,59.24332,-156.79856,"HUGO","5g","nb",3794.35011819886,1,444
"836",849,179076,2021-07-01 03:54:43,59.2283,-156.85822,"HUGO","5g","nb",1603.39754849711,1,444
"837",850,179076,2021-07-02 03:42:41,59.22067,-156.88203,"HUGO","5g","nb",4051.12209582934,1,444
"838",851,179076,2021-07-03 03:30:12,59.24253,-156.82532,"HUGO","5g","nb",2752.05240102522,1,444
"839",852,179076,2021-07-04 03:18:46,59.22648,-156.86197,"HUGO","5g","nb",2288.6017362153,1,444
"840",853,179076,2021-07-07 05:06:34,59.23512,-156.89834,"HUGO","5g","nb",5405.43683879057,1,444
"841",854,179076,2021-07-08 04:13:19,59.21939,-156.80878,"HUGO","5g","nb",5016.40076218101,1,444
"842",855,179076,2021-07-13 05:34:25,59.23091,-156.72385,"HUGO","5g","nb",0,1,0
"843",856,179077,2019-03-12 02:25:55,-42.474,-73.677,"HUGO","5g","nb",2951.86511943787,1,1
"844",857,179077,2019-03-13 04:49:22,-42.495,-73.699,"HUGO","5g","nb",1762.82994429324,1,1
"845",858,179077,2019-03-14 09:18:31,-42.48,-73.692,"HUGO","5g","nb",6213.8182952153,1,1
"846",859,179077,2019-03-15 13:03:01,-42.512,-73.63,"HUGO","5g","nb",2655.23056818156,1,1
"847",860,179077,2019-03-18 23:01:11,-42.496,-73.654,"HUGO","5g","nb",1994.07950881412,1,1
"848",861,179077,2019-03-20 02:14:08,-42.512,-73.643,"HUGO","5g","nb",2188.05061050668,1,1
"849",862,179077,2019-03-21 03:48:22,-42.499,-73.623,"HUGO","5g","nb",2917.02690057515,1,1
"850",863,179077,2019-03-22 07:41:40,-42.519,-73.6,"HUGO","5g","nb",13786.7861292946,1,1
"851",864,179077,2019-03-23 13:21:00,-42.584,-73.743,"HUGO","5g","nb",12252.5513884022,1,1
"852",865,179077,2019-03-26 20:56:08,-42.487,-73.672,"HUGO","5g","nb",15018.6346394832,1,1
"853",866,179077,2019-03-27 23:19:39,-42.589,-73.552,"HUGO","5g","nb",3150.71798405998,1,1
"854",867,179077,2019-04-04 22:58:28,-42.585,-73.59,"HUGO","5g","nb",3392192.44995944,0,0
"855",868,179077,2019-04-19 21:34:28,-12.931,-82.295,"HUGO","5g","nb",1367444.37845423,0,0
"856",869,179077,2019-04-20 21:24:10,-1.385,-86.732,"HUGO","5g","nb",953208.690177622,0,0
"857",870,179077,2019-04-21 16:27:01,7.175,-87.744,"HUGO","5g","nb",1006656.75789046,0,0
"858",871,179077,2019-04-22 14:32:53,14.86,-92.682,"HUGO","5g","nb",1339916.40779046,0,0
"859",872,179077,2019-04-23 11:38:37,25.755,-98.281,"HUGO","5g","nb",713118.919353979,0,0
"860",873,179077,2019-04-24 14:58:39,32.189,-98.29,"HUGO","5g","nb",4599.7725576603,1,3
"861",874,179077,2019-04-25 17:46:45,32.173,-98.245,"HUGO","5g","nb",50761.3568326532,0,0
"862",875,179077,2019-04-26 21:58:40,32.537,-98.572,"HUGO","5g","nb",198807.647443885,0,0
"863",876,179077,2019-04-28 01:21:42,34.23,-99.274,"HUGO","5g","nb",68218.3768777371,0,0
"864",877,179077,2019-04-30 11:36:12,34.43,-98.573,"HUGO","5g","nb",1200.04777190133,1,5
"865",878,179077,2019-05-01 22:43:21,34.431,-98.586,"HUGO","5g","nb",1124.42994313036,1,5
"866",879,179077,2019-05-02 22:32:02,34.441,-98.584,"HUGO","5g","nb",671.897591040275,1,5
"867",880,179077,2019-05-03 22:19:50,34.435,-98.583,"HUGO","5g","nb",17922.6036714758,1,5
"868",881,179077,2019-05-04 22:07:42,34.278,-98.629,"HUGO","5g","nb",25702.5199989678,1,5
"869",882,179077,2019-05-06 00:23:34,34.491,-98.519,"HUGO","5g","nb",18413.7515013722,1,5
"870",883,179077,2019-05-06 23:24:53,34.39,-98.36,"HUGO","5g","nb",18019.7081675378,1,5
"871",884,179077,2019-05-07 23:12:58,34.446,-98.544,"HUGO","5g","nb",4288.02795164076,1,5
"872",885,179077,2019-05-08 23:01:52,34.431,-98.587,"HUGO","5g","nb",297.221924928299,1,5
"873",886,179077,2019-05-09 22:50:54,34.432,-98.584,"HUGO","5g","nb",3255.71816288512,1,5
"874",887,179077,2019-05-13 14:06:32,34.451,-98.611,"HUGO","5g","nb",3277.24207978938,1,5
"875",888,179077,2019-05-16 23:09:32,34.426,-98.592,"HUGO","5g","nb",5281.79131202518,1,5
"876",889,179077,2019-05-19 11:30:06,34.42,-98.649,"HUGO","5g","nb",6254.33773240285,1,5
"877",890,179077,2019-05-20 15:49:18,34.465,-98.608,"HUGO","5g","nb",4273.76499577445,1,5
"878",891,179077,2019-05-22 00:24:13,34.432,-98.584,"HUGO","5g","nb",275.743462242419,1,5
"879",892,179077,2019-05-23 00:54:22,34.432,-98.587,"HUGO","5g","nb",297.221924928299,1,5
"880",893,179077,2019-05-26 13:40:42,34.431,-98.584,"HUGO","5g","nb",12216.8035818073,1,5
"881",894,179077,2019-06-02 12:31:53,34.54,-98.603,"HUGO","5g","nb",12768.9805169949,1,5
"882",895,179077,2019-06-04 22:50:41,34.425,-98.609,"HUGO","5g","nb",4882.60920861253,1,5
"883",896,179077,2019-06-06 02:29:29,34.442,-98.56,"HUGO","5g","nb",3808.52530898623,1,5
"884",897,179077,2019-06-07 02:16:38,34.425,-98.596,"HUGO","5g","nb",2255.20581287764,1,5
"885",898,179077,2019-06-11 23:09:26,34.434,-98.574,"HUGO","5g","nb",1291.55249880848,1,5
"886",899,179077,2019-06-12 22:57:25,34.433,-98.588,"HUGO","5g","nb",345.250582313012,1,5
"887",900,179077,2019-06-16 11:56:40,34.43,-98.587,"HUGO","5g","nb",25679.9009871285,1,5
"888",901,179077,2019-06-17 16:08:13,34.576,-98.37,"HUGO","5g","nb",25483.9121080669,1,5
"889",902,179077,2019-06-20 03:06:42,34.465,-98.613,"HUGO","5g","nb",4761.82384872194,1,5
"890",903,179077,2019-06-23 13:36:33,34.43,-98.583,"HUGO","5g","nb",707.852203150493,1,5
"891",904,179077,2019-07-01 15:39:10,34.426,-98.577,"HUGO","5g","nb",991.829677435662,1,5
"892",905,179077,2019-07-05 03:32:38,34.432,-98.585,"HUGO","5g","nb",743.631996275605,1,5
"893",906,179077,2019-07-08 13:59:40,34.433,-98.593,"HUGO","5g","nb",23790.4815836599,1,5
"894",907,179077,2019-07-12 00:33:38,34.392,-98.847,"HUGO","5g","nb",24492.6071569667,1,5
"895",908,179077,2019-07-15 11:54:50,34.432,-98.585,"HUGO","5g","nb",0,1,0
"896",909,179078,2019-03-10 01:32:05,-41.87,-73.765,"HUGO","5g","nb",10486.1707448369,1,1
"897",910,179078,2019-03-11 02:18:53,-41.825,-73.654,"HUGO","5g","nb",4573.60224060335,1,1
"898",911,179078,2019-03-12 03:35:56,-41.817,-73.6,"HUGO","5g","nb",700.848120998351,1,1
"899",912,179078,2019-03-13 09:27:57,-41.815,-73.592,"HUGO","5g","nb",13654.9008640693,1,1
"900",913,179078,2019-03-14 13:12:59,-41.823,-73.756,"HUGO","5g","nb",27907.4677303341,1,1
"901",914,179078,2019-03-17 22:40:30,-41.603,-73.594,"HUGO","5g","nb",4491.61592187436,1,1
"902",915,179078,2019-03-19 03:23:19,-41.638,-73.567,"HUGO","5g","nb",15793.54865117,1,1
"903",916,179078,2019-03-20 04:08:45,-41.78,-73.577,"HUGO","5g","nb",6138.01076498198,1,1
